"","ID","Year","Longitude","Latitude","PA","PAPrev","road_PA","Distance_to_shore","Habitat.boundary_open","Plant.dryness","Patch.shadow","Rainfall_August","Rainfall_July","Sh","PatchArea","Hostm2","Hostm2Prev","ShCat","PropDryPrev","PropDry","PathPresence"
"16815","1752",3,3115354.161,6683157.281,"0","0","FALSE",448.9848291,"TRUE",0.03,1,49.49112004,20.37986499,127.8348014,4510,3,6,"2",65,3,FALSE
"16816","1752",4,3115354.161,6683157.281,"0","0","FALSE",448.9848291,"TRUE",0,1,31.55793278,33.66549182,127.8348014,4510,4,3,"2",3,0,FALSE
"16817","1752",5,3115354.161,6683157.281,"0","0","FALSE",448.9848291,"TRUE",0.02,1,45.85553365,35.40737356,127.8348014,4510,12,4,"2",0,2,FALSE
"16818","1752",6,3115354.161,6683157.281,"0","0","FALSE",448.9848291,"TRUE",0.02,1,46.01485245,63.99575912,127.8348014,4510,9,12,"2",2,2,FALSE
"16819","1752",7,3115354.161,6683157.281,"0","0","FALSE",448.9848291,"TRUE",0.02,1,30.40267637,25.16099401,127.8348014,4510,5,9,"2",2,2,FALSE
"16820","1752",8,3115354.161,6683157.281,"0","0","FALSE",448.9848291,"TRUE",0,1,71.23272787,9.496481742,127.8348014,4510,2,5,"2",2,0,FALSE
"16826","1754",2,3116424.978,6679826.683,"0","0","FALSE",1213.643112,"TRUE",0.4,2,5.098438624,60.85142943,103.696902,1255,3,4.5,"2",0,40,FALSE
"16827","1754",3,3116424.978,6679826.683,"0","0","FALSE",1213.643112,"TRUE",0,2,52.72106469,19.61776267,103.696902,1255,2,3,"2",40,0,FALSE
"16828","1754",4,3116424.978,6679826.683,"0","0","FALSE",1213.643112,"TRUE",0,2,31.59004971,37.05358589,103.696902,1255,2.5,2,"2",0,0,FALSE
"16829","1754",5,3116424.978,6679826.683,"1","0","FALSE",1213.643112,"TRUE",0,2,67.32344328,34.86547928,103.696902,1255,3,2.5,"2",0,0,TRUE
"16830","1754",6,3116424.978,6679826.683,"0","1","FALSE",1213.643112,"TRUE",0.06,2,31.60198527,44.97295905,103.696902,1255,3,3,"2",0,6,FALSE
"16831","1754",7,3116424.978,6679826.683,"0","0","FALSE",1213.643112,"TRUE",0.2,2,33.10038356,25.68863656,103.696902,1255,3,3,"2",6,20,FALSE
"16832","1754",8,3116424.978,6679826.683,"0","0","FALSE",1213.643112,"TRUE",0.15,2,71.53684133,9.038574645,103.696902,1255,5,3,"2",20,15,FALSE
"16838","1756",2,3124197.617,6686495.068,"0","0","TRUE",800.767557,"TRUE",0,1,9.671292839,54.45246553,249.3967974,749,1,0.1,"3",0,0,FALSE
"16839","1756",3,3124197.617,6686495.068,"1","0","TRUE",800.767557,"TRUE",0.01,1,34.92613785,12.57503837,249.3967974,749,2,1,"3",0,1,TRUE
"16840","1756",4,3124197.617,6686495.068,"0","1","TRUE",800.767557,"TRUE",0,1,39.32084421,38.48182819,249.3967974,749,1,2,"3",1,0,FALSE
"16841","1756",5,3124197.617,6686495.068,"0","0","TRUE",800.767557,"TRUE",0.005,1,80.51278614,77.51437476,249.3967974,749,3.5,1,"3",0,0.5,FALSE
"16842","1756",6,3124197.617,6686495.068,"1","0","TRUE",800.767557,"TRUE",0.01,1,50.68848758,44.43258657,249.3967974,749,0.3,3.5,"3",0.5,1,TRUE
"16843","1756",7,3124197.617,6686495.068,"1","1","TRUE",800.767557,"TRUE",0,1,39.14438912,33.00576078,249.3967974,749,0.6,0.3,"3",1,0,TRUE
"16844","1756",8,3124197.617,6686495.068,"0","1","TRUE",800.767557,"TRUE",0.3,1,74.78358043,21.39342668,249.3967974,749,1.5,0.6,"3",0,30,FALSE
"16850","1757",2,3126712.216,6689194.59,"0","1","TRUE",905.7088636,"TRUE",0.7,1,3.80690659,42.26807551,218.0452582,1289,1,1.5,"2",0,70,FALSE
"16851","1757",3,3126712.216,6689194.59,"0","0","TRUE",905.7088636,"TRUE",0,1,39.63321007,10.32967065,218.0452582,1289,0,1,"2",70,0,FALSE
"16853","1757",5,3126712.216,6689194.59,"0","1","TRUE",905.7088636,"TRUE",0.01,1,46.79536672,28.35168583,218.0452582,1289,10,3.2,"2",0,1,FALSE
"16854","1757",6,3126712.216,6689194.59,"1","0","TRUE",905.7088636,"TRUE",0.1,1,28.15972624,21.05728571,218.0452582,1289,7,10,"2",1,10,TRUE
"16855","1757",7,3126712.216,6689194.59,"1","1","TRUE",905.7088636,"TRUE",0.1,1,57.71417405,29.84032066,218.0452582,1289,5.2,7,"2",10,10,TRUE
"16856","1757",8,3126712.216,6689194.59,"0","1","TRUE",905.7088636,"TRUE",0.05,1,86.00329426,13.25245397,218.0452582,1289,3.6,5.2,"2",10,5,FALSE
"16862","1758",2,3130497.572,6691345.522,"0","0","FALSE",441.3356454,"TRUE",0.1,1,4.502372917,52.12858354,89.25381785,1988,0.5,0.5,"1",0,10,FALSE
"16863","1758",3,3130497.572,6691345.522,"0","0","FALSE",441.3356454,"TRUE",0.01,1,23.69859246,13.94758412,89.25381785,1988,1,0.5,"1",10,1,FALSE
"16864","1758",4,3130497.572,6691345.522,"0","0","FALSE",441.3356454,"TRUE",0,1,38.62567771,33.31907586,89.25381785,1988,1.1,1,"1",1,0,FALSE
"16865","1758",5,3130497.572,6691345.522,"0","0","FALSE",441.3356454,"TRUE",0.002,1,70.67781423,60.77353854,89.25381785,1988,3.5,1.1,"1",0,0.2,FALSE
"16866","1758",6,3130497.572,6691345.522,"0","0","FALSE",441.3356454,"TRUE",0,1,26.07680116,17.55669615,89.25381785,1988,4,3.5,"1",0.2,0,FALSE
"16867","1758",7,3130497.572,6691345.522,"0","0","FALSE",441.3356454,"TRUE",0.02,1,32.90459376,29.01634734,89.25381785,1988,7,4,"1",0,2,FALSE
"16868","1758",8,3130497.572,6691345.522,"0","0","FALSE",441.3356454,"TRUE",0.03,1,76.86521452,11.80077492,89.25381785,1988,6.9,7,"1",2,3,FALSE
"16874","1759",2,3139052.958,6683385.721,"0","0","FALSE",298.2794725,"TRUE",0.8,2,33.37268259,126.2388986,101.916212,4360,7,7,"2",2,80,FALSE
"16875","1759",3,3139052.958,6683385.721,"0","0","FALSE",298.2794725,"TRUE",0.6,2,33.97511224,122.1387551,101.916212,4360,3,7,"2",80,60,FALSE
"16876","1759",4,3139052.958,6683385.721,"0","0","FALSE",298.2794725,"TRUE",0.1,2,81.56121979,30.04489907,101.916212,4360,3,3,"2",60,10,FALSE
"16877","1759",5,3139052.958,6683385.721,"0","0","FALSE",298.2794725,"TRUE",0,2,61.60390988,42.15494086,101.916212,4360,1.5,3,"2",10,0,FALSE
"16878","1759",6,3139052.958,6683385.721,"0","0","FALSE",298.2794725,"TRUE",0.05,2,32.2973532,82.0696105,101.916212,4360,6,1.5,"2",0,5,FALSE
"16879","1759",7,3139052.958,6683385.721,"1","0","FALSE",298.2794725,"TRUE",0.05,2,55.88768023,46.82198565,101.916212,4360,3.5,6,"2",5,5,TRUE
"16880","1759",8,3139052.958,6683385.721,"0","1","FALSE",298.2794725,"TRUE",0.15,2,58.8980814,8.04098202,101.916212,4360,20,3.5,"2",5,15,FALSE
"16886","1760",2,3139586.662,6683681.832,"0","1","FALSE",206.0228087,"TRUE",0.6,2,17.85062705,98.44256716,102.8318553,1652,6,6,"2",5,60,FALSE
"16887","1760",3,3139586.662,6683681.832,"0","0","FALSE",206.0228087,"TRUE",0,2,26.52134399,46.11932128,102.8318553,1652,1,6,"2",60,0,FALSE
"16888","1760",4,3139586.662,6683681.832,"0","0","FALSE",206.0228087,"TRUE",0.2,2,64.22610797,28.81662185,102.8318553,1652,3,1,"2",0,20,FALSE
"16889","1760",5,3139586.662,6683681.832,"0","0","FALSE",206.0228087,"TRUE",0.05,2,77.74260207,45.35671542,102.8318553,1652,2,3,"2",20,5,FALSE
"16890","1760",6,3139586.662,6683681.832,"0","0","FALSE",206.0228087,"TRUE",0.05,2,36.03307056,98.65516664,102.8318553,1652,4,2,"2",5,5,FALSE
"16891","1760",7,3139586.662,6683681.832,"0","0","FALSE",206.0228087,"TRUE",0,2,60.45220112,44.87412845,102.8318553,1652,2.5,4,"2",5,0,FALSE
"16892","1760",8,3139586.662,6683681.832,"0","0","FALSE",206.0228087,"TRUE",0.2,2,65.43326638,16.08710949,102.8318553,1652,2,2.5,"2",0,20,FALSE
"16910","1763",2,3155365.347,6698872.097,"0","0","TRUE",853.8483909,"TRUE",1,1,7.513109662,74.62248612,124.1480536,1122,1.5,0.4,"2",5,100,FALSE
"16911","1763",3,3155365.347,6698872.097,"0","0","TRUE",853.8483909,"TRUE",0,1,58.99336192,19.58695155,124.1480536,1122,6,1.5,"2",100,0,FALSE
"16912","1763",4,3155365.347,6698872.097,"0","0","TRUE",853.8483909,"TRUE",0.1,1,48.78811536,34.8732808,124.1480536,1122,10,6,"2",0,10,FALSE
"16913","1763",5,3155365.347,6698872.097,"0","0","TRUE",853.8483909,"TRUE",0.06,1,66.54154223,115.8418239,124.1480536,1122,10,10,"2",10,6,FALSE
"16914","1763",6,3155365.347,6698872.097,"0","0","TRUE",853.8483909,"TRUE",0,1,40.8158731,25.26747694,124.1480536,1122,3,10,"2",6,0,FALSE
"16915","1763",7,3155365.347,6698872.097,"0","0","TRUE",853.8483909,"TRUE",0.04,1,47.02361947,40.48116508,124.1480536,1122,3,3,"2",0,4,FALSE
"16916","1763",8,3155365.347,6698872.097,"0","0","TRUE",853.8483909,"TRUE",0.07,1,52.27430685,10.54692295,124.1480536,1122,0.7,3,"2",4,7,FALSE
"16922","1764",2,3157586.845,6698635.768,"0","0","TRUE",1586.158428,"TRUE",0.3,1,10.84577147,52.05702596,115.4765117,619,1,2,"2",4,30,FALSE
"16923","1764",3,3157586.845,6698635.768,"0","0","TRUE",1586.158428,"TRUE",0,1,57.88211341,10.55009843,115.4765117,619,2,1,"2",30,0,FALSE
"16924","1764",4,3157586.845,6698635.768,"0","0","TRUE",1586.158428,"TRUE",0.05,1,36.72528984,47.90444451,115.4765117,619,4,2,"2",0,5,FALSE
"16925","1764",5,3157586.845,6698635.768,"0","0","TRUE",1586.158428,"TRUE",0,1,72.75480492,45.33875651,115.4765117,619,3,4,"2",5,0,FALSE
"16926","1764",6,3157586.845,6698635.768,"0","0","TRUE",1586.158428,"TRUE",0.1,1,26.94758779,15.85611764,115.4765117,619,1.5,3,"2",0,10,FALSE
"16927","1764",7,3157586.845,6698635.768,"0","0","TRUE",1586.158428,"TRUE",0.09,1,47.29584487,45.39184848,115.4765117,619,4,1.5,"2",10,9,FALSE
"16928","1764",8,3157586.845,6698635.768,"0","0","TRUE",1586.158428,"TRUE",0.1,1,49.26196002,11.15178482,115.4765117,619,0.6,4,"2",9,10,FALSE
"16934","1765",2,3155426.459,6700357.909,"0","0","TRUE",583.2348451,"TRUE",1,1,29.63476632,54.99607197,105.2156762,2598,1.5,1.5,"2",10,100,FALSE
"16935","1765",3,3155426.459,6700357.909,"0","0","TRUE",583.2348451,"TRUE",0.02,1,60.42494918,19.65814665,105.2156762,2598,2,1.5,"2",100,2,FALSE
"16936","1765",4,3155426.459,6700357.909,"0","0","TRUE",583.2348451,"TRUE",0.04,1,47.00872744,41.11343278,105.2156762,2598,2.5,2,"2",2,4,FALSE
"16937","1765",5,3155426.459,6700357.909,"0","0","TRUE",583.2348451,"TRUE",0.08,1,61.69169346,44.38726644,105.2156762,2598,5,2.5,"2",4,8,FALSE
"16938","1765",6,3155426.459,6700357.909,"0","0","TRUE",583.2348451,"TRUE",0,1,44.44533599,37.85438576,105.2156762,2598,5.5,5,"2",8,0,FALSE
"16939","1765",7,3155426.459,6700357.909,"0","0","TRUE",583.2348451,"TRUE",0.03,1,38.15562496,39.70237088,105.2156762,2598,1,5.5,"2",0,3,FALSE
"16940","1765",8,3155426.459,6700357.909,"0","0","TRUE",583.2348451,"TRUE",0.15,1,59.66736705,22.04739242,105.2156762,2598,1.5,1,"2",3,15,FALSE
"16946","1766",2,3156649.05,6699360.177,"0","0","FALSE",1820.285963,"TRUE",0,1,6.61460837,56.29334728,130.2877449,2362,0.2,0.5,"2",0,0,FALSE
"16947","1766",3,3156649.05,6699360.177,"0","0","FALSE",1820.285963,"TRUE",0,1,71.54033982,19.61523027,130.2877449,2362,1,0.2,"2",0,0,FALSE
"16948","1766",4,3156649.05,6699360.177,"0","0","FALSE",1820.285963,"TRUE",0.1,1,46.57782704,42.81769046,130.2877449,2362,2,1,"2",0,10,FALSE
"16949","1766",5,3156649.05,6699360.177,"0","0","FALSE",1820.285963,"TRUE",0.05,1,61.2603545,47.14743502,130.2877449,2362,2,2,"2",10,5,FALSE
"16950","1766",6,3156649.05,6699360.177,"0","0","FALSE",1820.285963,"TRUE",0,1,27.23554337,12.85415062,130.2877449,2362,1,2,"2",5,0,FALSE
"16951","1766",7,3156649.05,6699360.177,"0","0","FALSE",1820.285963,"TRUE",0.01,1,51.39119304,37.25584651,130.2877449,2362,0.1,1,"2",0,1,FALSE
"16952","1766",8,3156649.05,6699360.177,"0","0","FALSE",1820.285963,"TRUE",0,1,48.1110138,7.925694355,130.2877449,2362,0.1,0.1,"2",1,0,FALSE
"16958","1767",2,3117566.361,6698065.01,"0","0","FALSE",668.3416335,"TRUE",0.75,1,6.460350732,53.7874379,227.484275,4455,2,7,"2",0,75,FALSE
"16959","1767",3,3117566.361,6698065.01,"0","0","FALSE",668.3416335,"TRUE",0,1,35.47824175,15.30949612,227.484275,4455,10,2,"2",75,0,FALSE
"16960","1767",4,3117566.361,6698065.01,"0","0","FALSE",668.3416335,"TRUE",0.02,1,35.53095284,24.77156315,227.484275,4455,7,10,"2",0,2,FALSE
"16961","1767",5,3117566.361,6698065.01,"0","0","FALSE",668.3416335,"TRUE",0.25,1,47.86141568,24.83128726,227.484275,4455,3,7,"2",2,25,FALSE
"16962","1767",6,3117566.361,6698065.01,"0","0","FALSE",668.3416335,"TRUE",0.05,1,62.39890306,23.78351273,227.484275,4455,3,3,"2",25,5,FALSE
"16963","1767",7,3117566.361,6698065.01,"0","0","FALSE",668.3416335,"TRUE",0.1,1,41.78905476,30.52785993,227.484275,4455,6,3,"2",5,10,FALSE
"16964","1767",8,3117566.361,6698065.01,"0","0","FALSE",668.3416335,"TRUE",0.02,1,78.70299948,15.02348018,227.484275,4455,0.8,6,"2",10,2,FALSE
"16970","1768",2,3117662.49,6698308.41,"0","0","FALSE",623.9324517,"TRUE",0.3,2,6.460350732,53.7874379,234.0375456,500,1,3,"3",0,30,FALSE
"16971","1768",3,3117662.49,6698308.41,"0","0","FALSE",623.9324517,"TRUE",0,2,35.47824175,15.30949612,234.0375456,500,6,1,"3",30,0,FALSE
"16972","1768",4,3117662.49,6698308.41,"0","0","FALSE",623.9324517,"TRUE",0.01,2,35.53095284,24.77156315,234.0375456,500,2,6,"3",0,1,FALSE
"16973","1768",5,3117662.49,6698308.41,"0","0","FALSE",623.9324517,"TRUE",0.3,2,47.86141568,24.83128726,234.0375456,500,3,2,"3",1,30,FALSE
"16974","1768",6,3117662.49,6698308.41,"0","0","FALSE",623.9324517,"TRUE",0.05,2,62.39890306,23.78351273,234.0375456,500,3,3,"3",30,5,FALSE
"16975","1768",7,3117662.49,6698308.41,"0","0","FALSE",623.9324517,"TRUE",0.1,2,41.78905476,30.52785993,234.0375456,500,4,3,"3",5,10,FALSE
"16976","1768",8,3117662.49,6698308.41,"0","0","FALSE",623.9324517,"TRUE",0.04,2,78.70299948,15.02348018,234.0375456,500,0.7,4,"3",10,4,FALSE
"16982","1769",2,3117280.523,6697137.264,"0","0","TRUE",652.3264482,"TRUE",0.3,2,4.096696299,50.98613148,191.8556833,1211,3,4,"2",0,30,FALSE
"16983","1769",3,3117280.523,6697137.264,"0","0","TRUE",652.3264482,"TRUE",0,2,38.62889753,16.59665303,191.8556833,1211,3,3,"2",30,0,FALSE
"16984","1769",4,3117280.523,6697137.264,"0","0","TRUE",652.3264482,"TRUE",0.01,2,39.02803295,33.51089743,191.8556833,1211,9,3,"2",0,1,FALSE
"16985","1769",5,3117280.523,6697137.264,"0","0","TRUE",652.3264482,"TRUE",0.3,2,55.12975808,23.95008969,191.8556833,1211,2,9,"2",1,30,FALSE
"16986","1769",6,3117280.523,6697137.264,"0","0","TRUE",652.3264482,"TRUE",0.03,2,56.59737804,16.17268187,191.8556833,1211,2,2,"2",30,3,FALSE
"16987","1769",7,3117280.523,6697137.264,"0","0","TRUE",652.3264482,"TRUE",0.05,2,41.86725727,30.72982873,191.8556833,1211,2,2,"2",3,5,FALSE
"16988","1769",8,3117280.523,6697137.264,"0","0","TRUE",652.3264482,"TRUE",0.01,2,72.79677087,13.19026998,191.8556833,1211,1,2,"2",5,1,FALSE
"16994","1770",2,3123994.074,6698150.341,"0","0","FALSE",1317.328294,"TRUE",1,1,5.141773877,51.61158267,356.2148976,379,0.4,1.5,"3",2,100,FALSE
"16995","1770",3,3123994.074,6698150.341,"0","0","FALSE",1317.328294,"TRUE",0,1,52.74837259,12.09453425,356.2148976,379,1,0.4,"3",100,0,FALSE
"16996","1770",4,3123994.074,6698150.341,"0","0","FALSE",1317.328294,"TRUE",0.03,1,37.22616162,29.08396017,356.2148976,379,3,1,"3",0,3,FALSE
"16997","1770",5,3123994.074,6698150.341,"0","0","FALSE",1317.328294,"TRUE",0.01,1,51.8291008,49.91529717,356.2148976,379,4,3,"3",3,1,FALSE
"16998","1770",6,3123994.074,6698150.341,"0","0","FALSE",1317.328294,"TRUE",0.1,1,24.99784657,12.45222772,356.2148976,379,5,4,"3",1,10,FALSE
"16999","1770",7,3123994.074,6698150.341,"0","0","FALSE",1317.328294,"TRUE",0.01,1,55.49655451,36.11767061,356.2148976,379,3.5,5,"3",10,1,FALSE
"17000","1770",8,3123994.074,6698150.341,"0","0","FALSE",1317.328294,"TRUE",0,1,87.30412433,12.89952744,356.2148976,379,1.5,3.5,"3",1,0,FALSE
"17006","1771",2,3123346.717,6698188.781,"0","0","FALSE",1960.319549,"TRUE",0.75,1,4.698276193,53.88911566,378.8478774,1776,4.5,13,"3",1,75,FALSE
"17007","1771",3,3123346.717,6698188.781,"0","0","FALSE",1960.319549,"TRUE",0.02,1,46.87418094,11.87464746,378.8478774,1776,8,4.5,"3",75,2,FALSE
"17008","1771",4,3123346.717,6698188.781,"0","0","FALSE",1960.319549,"TRUE",0.02,1,40.75410174,29.48441307,378.8478774,1776,10,8,"3",2,2,FALSE
"17009","1771",5,3123346.717,6698188.781,"0","0","FALSE",1960.319549,"TRUE",0.04,1,45.99154411,32.0231941,378.8478774,1776,10,10,"3",2,4,FALSE
"17010","1771",6,3123346.717,6698188.781,"0","0","FALSE",1960.319549,"TRUE",0.05,1,26.38703467,11.98907566,378.8478774,1776,8,10,"3",4,5,FALSE
"17011","1771",7,3123346.717,6698188.781,"0","0","FALSE",1960.319549,"TRUE",0.3,1,48.93253888,34.77295136,378.8478774,1776,23,8,"3",5,30,FALSE
"17012","1771",8,3123346.717,6698188.781,"0","0","FALSE",1960.319549,"TRUE",0.05,1,80.6388473,13.21890599,378.8478774,1776,12,23,"3",30,5,FALSE
"17018","1772",2,3123161.246,6698093.415,"0","0","TRUE",1908.254583,"TRUE",0.8,1,4.816153922,54.87911932,377.5634201,2059,10,20,"3",2,80,FALSE
"17019","1772",3,3123161.246,6698093.415,"0","0","TRUE",1908.254583,"TRUE",0.02,1,42.60134173,11.83054239,377.5634201,2059,10,10,"3",80,2,FALSE
"17020","1772",4,3123161.246,6698093.415,"0","0","TRUE",1908.254583,"TRUE",0.02,1,47.33223176,30.05587269,377.5634201,2059,12,10,"3",2,2,FALSE
"17021","1772",5,3123161.246,6698093.415,"0","0","TRUE",1908.254583,"TRUE",0.04,1,47.01393908,28.29254977,377.5634201,2059,44,12,"3",2,4,FALSE
"17022","1772",6,3123161.246,6698093.415,"0","0","TRUE",1908.254583,"TRUE",0.04,1,27.66945514,13.69619889,377.5634201,2059,8,44,"3",4,4,FALSE
"17023","1772",7,3123161.246,6698093.415,"0","0","TRUE",1908.254583,"TRUE",0.15,1,46.98612939,34.36605251,377.5634201,2059,40,8,"3",4,15,FALSE
"17024","1772",8,3123161.246,6698093.415,"0","0","TRUE",1908.254583,"TRUE",0.1,1,72.59717586,14.02950489,377.5634201,2059,25,40,"3",15,10,FALSE
"17030","1773",2,3122839.546,6698422.832,"0","0","FALSE",2323.140635,"TRUE",0.85,1,4.816153922,54.87911932,392.438347,2047,8,25,"3",3,85,FALSE
"17031","1773",3,3122839.546,6698422.832,"0","0","FALSE",2323.140635,"TRUE",0,1,42.60134173,11.83054239,392.438347,2047,25,8,"3",85,0,FALSE
"17032","1773",4,3122839.546,6698422.832,"0","0","FALSE",2323.140635,"TRUE",0.01,1,47.33223176,30.05587269,392.438347,2047,50,25,"3",0,1,FALSE
"17033","1773",5,3122839.546,6698422.832,"0","0","FALSE",2323.140635,"TRUE",0.03,1,47.01393908,28.29254977,392.438347,2047,28,50,"3",1,3,FALSE
"17034","1773",6,3122839.546,6698422.832,"0","0","FALSE",2323.140635,"TRUE",0.05,1,27.66945514,13.69619889,392.438347,2047,15,28,"3",3,5,FALSE
"17035","1773",7,3122839.546,6698422.832,"0","0","FALSE",2323.140635,"TRUE",0.25,1,46.98612939,34.36605251,392.438347,2047,20,15,"3",5,25,FALSE
"17036","1773",8,3122839.546,6698422.832,"0","0","FALSE",2323.140635,"TRUE",0.02,1,72.59717586,14.02950489,392.438347,2047,23,20,"3",25,2,FALSE
"17042","1774",2,3124198.816,6701069.062,"0","0","FALSE",586.3228482,"TRUE",1,1,3.081758755,62.22808182,319.4574818,3832,1,2,"3",0,100,FALSE
"17043","1774",3,3124198.816,6701069.062,"0","0","FALSE",586.3228482,"TRUE",0,1,46.69024335,12.48673567,319.4574818,3832,2,1,"3",100,0,FALSE
"17044","1774",4,3124198.816,6701069.062,"0","0","FALSE",586.3228482,"TRUE",0.03,1,37.48106045,37.91483897,319.4574818,3832,14,2,"3",0,3,FALSE
"17045","1774",5,3124198.816,6701069.062,"0","0","FALSE",586.3228482,"TRUE",0.03,1,53.59533067,40.77580919,319.4574818,3832,4,14,"3",3,3,FALSE
"17046","1774",6,3124198.816,6701069.062,"0","0","FALSE",586.3228482,"TRUE",0.01,1,22.94845379,19.36573328,319.4574818,3832,2,4,"3",3,1,FALSE
"17047","1774",7,3124198.816,6701069.062,"0","0","FALSE",586.3228482,"TRUE",0.15,1,52.09110898,43.46024352,319.4574818,3832,3,2,"3",1,15,FALSE
"17048","1774",8,3124198.816,6701069.062,"0","0","FALSE",586.3228482,"TRUE",0.01,1,82.57997095,16.4122105,319.4574818,3832,4,3,"3",15,1,FALSE
"17054","1775",2,3124406.259,6701059.346,"0","0","FALSE",407.3586499,"TRUE",0.8,1,3.081758755,62.22808182,309.1788396,1970,2,3,"3",0,80,FALSE
"17055","1775",3,3124406.259,6701059.346,"0","0","FALSE",407.3586499,"TRUE",0,1,46.69024335,12.48673567,309.1788396,1970,4,2,"3",80,0,FALSE
"17056","1775",4,3124406.259,6701059.346,"0","0","FALSE",407.3586499,"TRUE",0.05,1,37.48106045,37.91483897,309.1788396,1970,15,4,"3",0,5,FALSE
"17057","1775",5,3124406.259,6701059.346,"0","0","FALSE",407.3586499,"TRUE",0.03,1,53.59533067,40.77580919,309.1788396,1970,2,15,"3",5,3,FALSE
"17058","1775",6,3124406.259,6701059.346,"0","0","FALSE",407.3586499,"TRUE",0.05,1,22.94845379,19.36573328,309.1788396,1970,2.5,2,"3",3,5,FALSE
"17059","1775",7,3124406.259,6701059.346,"0","0","FALSE",407.3586499,"TRUE",0.1,1,52.09110898,43.46024352,309.1788396,1970,3.5,2.5,"3",5,10,FALSE
"17060","1775",8,3124406.259,6701059.346,"0","0","FALSE",407.3586499,"TRUE",0.1,1,82.57997095,16.4122105,309.1788396,1970,3.5,3.5,"3",10,10,FALSE
"17066","1776",2,3124568.395,6701144.69,"0","0","FALSE",321.0075929,"TRUE",0.1,1,2.921691674,55.17661877,300.3005438,3341,0.7,2,"3",0,10,FALSE
"17067","1776",3,3124568.395,6701144.69,"0","0","FALSE",321.0075929,"TRUE",0,1,44.00972601,14.05470831,300.3005438,3341,1,0.7,"3",10,0,FALSE
"17068","1776",4,3124568.395,6701144.69,"0","0","FALSE",321.0075929,"TRUE",0.3,1,40.30825082,27.1999517,300.3005438,3341,1,1,"3",0,30,FALSE
"17069","1776",5,3124568.395,6701144.69,"0","0","FALSE",321.0075929,"TRUE",0.05,1,58.31024015,35.68785467,300.3005438,3341,3,1,"3",30,5,FALSE
"17070","1776",6,3124568.395,6701144.69,"0","0","FALSE",321.0075929,"TRUE",0.03,1,21.06625851,14.22314846,300.3005438,3341,1,3,"3",5,3,FALSE
"17071","1776",7,3124568.395,6701144.69,"0","0","FALSE",321.0075929,"TRUE",0.1,1,48.80030859,39.0353212,300.3005438,3341,0.5,1,"3",3,10,FALSE
"17072","1776",8,3124568.395,6701144.69,"0","0","FALSE",321.0075929,"TRUE",0.1,1,82.20744966,14.04450177,300.3005438,3341,1,0.5,"3",10,10,FALSE
"17082","1778",6,3122905.54,6708096.07,"0","0","FALSE",1072.949088,"TRUE",0,2,37.97906861,17.27815361,147.9420561,2951,0.3,0,"2",0,0,FALSE
"17083","1778",7,3122905.54,6708096.07,"0","0","FALSE",1072.949088,"TRUE",0,2,50.22796428,37.61801606,147.9420561,2951,1,0.3,"2",0,0,FALSE
"17084","1778",8,3122905.54,6708096.07,"0","0","FALSE",1072.949088,"TRUE",0,2,77.36454793,11.58667921,147.9420561,2951,0.5,1,"2",0,0,FALSE
"17090","1780",2,3123558.036,6707982.77,"0","0","TRUE",572.7403514,"TRUE",0.05,2,5.109265099,57.25941153,129.1455393,3253,12,48,"2",3,5,FALSE
"17091","1780",3,3123558.036,6707982.77,"0","0","TRUE",572.7403514,"TRUE",0,2,59.57917441,13.40633516,129.1455393,3253,14,12,"2",5,0,FALSE
"17092","1780",4,3123558.036,6707982.77,"0","0","TRUE",572.7403514,"TRUE",0,2,38.13752408,49.93841283,129.1455393,3253,4.5,14,"2",0,0,FALSE
"17093","1780",5,3123558.036,6707982.77,"0","0","TRUE",572.7403514,"TRUE",0,2,67.89566778,44.22987839,129.1455393,3253,6,4.5,"2",0,0,FALSE
"17094","1780",6,3123558.036,6707982.77,"0","0","TRUE",572.7403514,"TRUE",0.03,2,38.47510661,14.9613202,129.1455393,3253,5,6,"2",0,3,FALSE
"17095","1780",7,3123558.036,6707982.77,"0","0","TRUE",572.7403514,"TRUE",0.003,2,47.78717717,40.31853462,129.1455393,3253,8,5,"2",3,0.3,FALSE
"17096","1780",8,3123558.036,6707982.77,"0","0","TRUE",572.7403514,"TRUE",0.1,2,72.3253606,11.67721495,129.1455393,3253,4,8,"2",0.3,10,FALSE
"17102","1784",2,3122770.65,6708301.718,"0","0","FALSE",1049.730872,"TRUE",0,1,5.071361172,52.1834127,145.7278279,1569,7,18,"2",0,0,FALSE
"17103","1784",3,3122770.65,6708301.718,"0","0","FALSE",1049.730872,"TRUE",0,1,33.83841008,12.67993247,145.7278279,1569,3,7,"2",0,0,FALSE
"17104","1784",4,3122770.65,6708301.718,"0","0","FALSE",1049.730872,"TRUE",0.02,1,34.80563251,33.49594463,145.7278279,1569,1.5,3,"2",0,2,FALSE
"17105","1784",5,3122770.65,6708301.718,"0","0","FALSE",1049.730872,"TRUE",0,1,62.65266612,31.51940868,145.7278279,1569,4,1.5,"2",2,0,FALSE
"17106","1784",6,3122770.65,6708301.718,"0","0","FALSE",1049.730872,"TRUE",0,1,28.33447838,19.95751286,145.7278279,1569,0.5,4,"2",0,0,FALSE
"17107","1784",7,3122770.65,6708301.718,"0","0","FALSE",1049.730872,"TRUE",0,1,41.80223805,41.8378821,145.7278279,1569,1,0.5,"2",0,0,FALSE
